ColumnName,Tables,DataType,DataLength,Key
ApprizaIdentificationType,"dbo.CustomerIdentificationType,dbo.CustomerIdentificationType_BK191113,dbo.BeneficiaryIdentificationType",nvarchar,3, 
AppVersion,moneyalert.PhoneType,nvarchar,-1, 
AreaCode,dbo.CountryAreaCode,int, , 
AsignedTo,dbo.InvHistory,nvarchar,-1, 
AtmAmountBase,dbo.AmountBaseByCurrency,money, , 
Attempts,Infinite.TextMessageInfinite,int, , 
AttemptsToLogin,dbo.UsersAditionalInfo,int, , 
AttributeKey,"dbo.ServiceAttributes,dbo.ServiceAttributes_BK191113,dbo.ServiceAttributesTemp",varchar,30,PK
AuditLogId,dbo.AuditLog,bigint, ,PK
Authenticationkey,TransFerTo.LogTransferTo,bigint, , 
AuthKey,lunex.ServiceCredential,nvarchar,-1, 
AuthorizationNo,dbo.PosTransfer,nvarchar,10, 
AvailableTopupAmounts,"BillPayment.TransferR,Regalii.Billers,Regalii.TransferR",varchar,500, 
BachCode,dbo.Checks,varchar,-1, 
Balance,"dbo.PureMinutesTransaction,dbo.AgentCurrentBalance,dbo.CellularPurchaseTransactions,dbo.AgentBalance",decimal, , 
Balance,"dbo.PureMinutesTransaction,dbo.AgentCurrentBalance,dbo.CellularPurchaseTransactions,dbo.AgentBalance",money, , 
BankAccountCode,CheckConfig.BankAccount,nvarchar,-1, 
BankAccountName,CheckConfig.BankAccount,nvarchar,-1, 
BankCommission,dbo.ProfitData,money, , 
BankCommissionCancel,dbo.ProfitData,money, , 
BankCommissionRej,dbo.ProfitData,money, , 
BankID,dbo.PontualAvailableBanks,int, , 
BankName,"dbo.AgentBankDeposit,Soporte.CollectionReport_PendingChecks,dbo.PontualAvailableBanks,dbo.AgentDeposit,dbo.AgentAppACHAgreement,dbo.AgentZeusView,Soporte.CollectionReport_Depositos,CheckConfig.Bank,WellsFargo.TransferWFEcheck,WellsFargo.AgentAccount,Soporte.CollectionReport_Checks,dbo.AgentAppAchInformation,dbo.ScannerProcessFile,Soporte.CollectionReport_Batches,dbo.DepositSlipsCountLegacy,dbo.vw_DepositSlipsCountLegacy",nvarchar,500, 
BankName,"dbo.AgentBankDeposit,Soporte.CollectionReport_PendingChecks,dbo.PontualAvailableBanks,dbo.AgentDeposit,dbo.AgentAppACHAgreement,dbo.AgentZeusView,Soporte.CollectionReport_Depositos,CheckConfig.Bank,WellsFargo.TransferWFEcheck,WellsFargo.AgentAccount,Soporte.CollectionReport_Checks,dbo.AgentAppAchInformation,dbo.ScannerProcessFile,Soporte.CollectionReport_Batches,dbo.DepositSlipsCountLegacy,dbo.vw_DepositSlipsCountLegacy",varchar,-1, 
BankReason,"dbo.ActionNotes,CheckConfig.ReasonBanksRejetedChecks",varchar,-1, 
BaseCurrency,MoneyGram.CountryCurrency,varchar,10, 
BaseFields,MoneyGram.FieldsForProduct,varchar,150, 
BaseReceiveCurrency,MoneyGram.Country,varchar,10,FK
BaseURL,"dbo.FD_Enviroment,MoneyGram.Credentials",varchar,200, 
batch_id,dbo.TNC_CLAIM_CODE_CONFIG,int, , 
batch_support,dbo.TNC_CLAIM_CODE_CONFIG,bit, , 
BatchNo,dbo.PosTransfer,nvarchar,100, 
BatchNumber,dbo.BillPaymentTransactions,nvarchar,-1, 
Begin,Soporte.AgentToCorrect,date, ,PK
BeginDate,"dbo.News,dbo.AgentPromotion,dbo.SpecialCommissionRule,dbo.SpecialCommissionRuleLog",date, , 
BeginDate,"dbo.News,dbo.AgentPromotion,dbo.SpecialCommissionRule,dbo.SpecialCommissionRuleLog",datetime, , 
BeginValue,TransFerTo.Schema,money, , 
BehalfAddress,dbo.BillPaymentTransactions,nvarchar,-1, 
BehalfCity,dbo.BillPaymentTransactions,nvarchar,-1, 
BehalfDob,dbo.BillPaymentTransactions,datetime, , 
BehalfFirstName,dbo.BillPaymentTransactions,nvarchar,-1, 
BehalfIdIssuer,dbo.BillPaymentTransactions,nvarchar,-1, 
BehalfIdNumber,dbo.BillPaymentTransactions,nvarchar,-1, 
BehalfIdType,dbo.BillPaymentTransactions,int, , 
BehalfLastName,dbo.BillPaymentTransactions,nvarchar,-1, 
BehalfMiddleName,dbo.BillPaymentTransactions,nvarchar,-1, 
BehalfOccupation,dbo.BillPaymentTransactions,nvarchar,-1, 
BehalfSsn,dbo.BillPaymentTransactions,nvarchar,-1, 
BehalfState,dbo.BillPaymentTransactions,nvarchar,-1, 
BehalfTelephone,dbo.BillPaymentTransactions,nvarchar,-1, 
BehalfZip,dbo.BillPaymentTransactions,nvarchar,-1, 
BenCellPhoneIsRequired,dbo.PayerConfig,bit, , 
BenCellPhoneRequiredPrefix,dbo.PayerConfig,bit, , 
Beneficiary,dbo.CustomerHistoryRequest,nvarchar,-1, 
BeneficiaryAddress,"dbo.Transfer,dbo.PreTransfer,dbo.TransferClosed,dbo.PreTransferClosed",nvarchar,-1, 
BeneficiaryAltNum,dbo.Soporte_OfacTest,bigint, , 
BeneficiaryBornDate,"dbo.Transfer,dbo.PreTransfer,dbo.TransferClosed,dbo.PreTransferClosed",datetime, , 
BeneficiaryCelularNumber,"dbo.Transfer,dbo.PreTransfer,dbo.TransferClosed,dbo.PreTransferClosed",nvarchar,-1, 
BeneficiaryCelullar,TransFerTo.CustomerFrequentNumber,nvarchar,-1, 
BeneficiaryCity,"dbo.Transfer,dbo.PreTransfer,dbo.TransferClosed,dbo.PreTransferClosed",nvarchar,-1, 
BeneficiaryCountry,"dbo.Transfer,dbo.PreTransfer,dbo.TransferClosed,dbo.PreTransferClosed",nvarchar,-1, 
BeneficiaryDateOfBirth,MaxiMobile.TransferAdditionalInfo,bit, , 
BeneficiaryEntNum,dbo.Soporte_OfacTest,bigint, , 
BeneficiaryFirstLastName,"dbo.TransferOFACReport,dbo.TransferOFACInfo,dbo.AtlasTransaction,dbo.Transfer,dbo.PreTransfer,dbo.reporteautidoria2015,dbo.TransferClosed,dbo.Soporte_OfacTest,dbo.PreTransferClosed",nvarchar,200, 
BeneficiaryFullName,"MaxiMobile.TransferAdditionalInfo,dbo.reporteautidoria2015",bit, , 
beneficiaryfullname,"MaxiMobile.TransferAdditionalInfo,dbo.reporteautidoria2015",nvarchar,-1, 
BeneficiaryIdCarrier,"dbo.Transfer,dbo.PreTransfer,dbo.TransferClosed,dbo.PreTransferClosed",int, , 
BeneficiaryIdCountryOfBirth,"dbo.Transfer,dbo.PreTransfer,dbo.TransferClosed,dbo.PreTransferClosed",int, ,FK
BeneficiaryIdentificationNumber,"dbo.Transfer,dbo.PreTransfer,dbo.TransferClosed,dbo.PreTransferClosed",nvarchar,-1, 
BeneficiaryIdIsRequiered,dbo.PayerConfig,bit, , 
BeneficiaryIdNumber,dbo.TransferPayInfo,nvarchar,100, 
BeneficiaryIdType,dbo.TransferPayInfo,nvarchar,100, 
BeneficiaryMatch,"dbo.TransferOFACReport,dbo.TransferOFACInfo",xml,-1, 
BeneficiaryName,"dbo.TransferOFACReport,dbo.TransferOFACInfo,dbo.AtlasTransaction,dbo.Transfer,dbo.PreTransfer,dbo.reporteautidoria2015,dbo.TransferClosed,dbo.Soporte_OfacTest,dbo.PreTransferClosed",nvarchar,200, 
BeneficiaryNote,"dbo.Transfer,dbo.PreTransfer,dbo.TransferClosed,dbo.PreTransferClosed",nvarchar,-1, 
BeneficiaryOccupation,"dbo.Transfer,dbo.PreTransfer,dbo.TransferClosed,dbo.PreTransferClosed",nvarchar,-1, 
BeneficiaryOFACMatch,"dbo.PreTransfer,dbo.PreTransferClosed",xml,-1, 
BeneficiaryOfacPercent,"dbo.TransferOFACReport,dbo.TransferOFACInfo",float, , 
BeneficiaryPhoneNumber,"dbo.Transfer,dbo.PreTransfer,dbo.reporteautidoria2015,dbo.TransferClosed,dbo.PreTransferClosed",nvarchar,-1, 
BeneficiaryPlaceOfBirth,MaxiMobile.TransferAdditionalInfo,bit, , 
BeneficiaryQ,dbo.Soporte_OfacTest,float, , 
BeneficiaryRequiereID,MaxiMobile.TransferAdditionalInfo,bit, , 
BeneficiarySecondLastName,"dbo.TransferOFACReport,dbo.TransferOFACInfo,dbo.AtlasTransaction,dbo.Transfer,dbo.PreTransfer,dbo.reporteautidoria2015,dbo.TransferClosed,dbo.Soporte_OfacTest,dbo.PreTransferClosed",nvarchar,200, 
BeneficiarySSNumber,"dbo.Transfer,dbo.PreTransfer,dbo.TransferClosed,dbo.PreTransferClosed",nvarchar,-1, 
BeneficiaryState,"dbo.Transfer,dbo.PreTransfer,dbo.TransferFile,dbo.TransferClosed,dbo.PreTransferClosed",nvarchar,-1, 
BeneficiaryState,"dbo.Transfer,dbo.PreTransfer,dbo.TransferFile,dbo.TransferClosed,dbo.PreTransferClosed",varchar,-1, 
BeneficiaryZipcode,"dbo.Transfer,dbo.PreTransfer,dbo.TransferClosed,dbo.PreTransferClosed",nvarchar,-1, 
BestMatch,Soporte.OFACSample,varchar,1000, 
Bill_Amount_Chain_Currency,"BillPayment.TransferR,Regalii.TransferR",money, , 
Bill_Amount_Usd,"BillPayment.TransferR,Regalii.TransferR",money, , 
BillAccountId,dbo.BillPaymentTransactions,int, ,FK
BillerDescription,dbo.BillAccounts,nvarchar,-1, 
BillerGroupId,dbo.SoftgateBillPaymentTransactions,int, , 
BillerHelp,Softgate.TBillers,xml,-1, 
BillerHelpFlag,"Softgate.TBillers,Softgate.Billers",bit, , 
BillerHelpFlag,"Softgate.TBillers,Softgate.Billers",char,1, 
BillerHelpInfo_HelpTextEnglish,"Softgate.TBillers,Softgate.Billers",nvarchar,-1, 
BillerHelpInfo_HelpTextSpanish,"Softgate.TBillers,Softgate.Billers",nvarchar,-1, 
BillerHelpInfo_HelpURL,"Softgate.TBillers,Softgate.Billers",nvarchar,-1, 
BillerID,dbo.PureMinutesTopUpTransaction,int, , 
BillerInstructions,"BillPayment.BillersTempOct,BillPayment.BillersbACKUP202010,BillPayment.Billers",varchar,500, 
BillerPaymentProviderId,dbo.SoftgateBillPaymentTransactions,int, , 
BillerPaymentProviderVendorId,dbo.BillPaymentTransactions,nvarchar,-1, 
BillerSpecific,dbo.CommissionDetailByOtherProducts,decimal, , 
BillerType,"BillPayment.TransferR,Regalii.Billers,Regalii.TransferR",varchar,500, 
BillPayment,dbo.AgentApplicationsResp05Agosto2021,bit, , 
BillPaymentProviderFee,dbo.BillPaymentTransactions,decimal, , 
BillPaymentProviderResponse,dbo.BillPaymentTransactions,nvarchar,-1, 
BillType,"BillPayment.TransferR,Regalii.Billers,Regalii.TransferR",varchar,500, 
BlockPhoneTransactions,"dbo.Agent,dbo.AgentMirror",bit, , 
Body,"dbo.EmailCellularLog,dbo.MailQueue,dbo.SSISConfigMail",nvarchar,500, 
Body,"dbo.EmailCellularLog,dbo.MailQueue,dbo.SSISConfigMail",varchar,-1, 
BodyMessage,dbo.StatusToSendCellularMsg,nvarchar,-1, 
Bonification,dbo.PureMinutesTransaction,bit, , 
BonusApplied,"dbo.CollectPlanForExcel,dbo.CommissionHoldForExcel",money, , 
BonusDebt,"dbo.CollectPlanForExcel,dbo.CommissionHoldForExcel",money, , 
BornCountry,"dbo.Owner-old,dbo.Ownerofac,dbo.OwnerREsp05Agsoto2021,dbo.Owner",nvarchar,-1, 
BornDate,"dbo.TransferClosedOnWhoseBehalf,dbo.Owner-old,dbo.BeneficiaryMirror,dbo.Ownerofac,dbo.OwnerREsp05Agsoto2021,dbo.AtlasCustomer,dbo.Customer,dbo.Beneficiary,Soporte.Customer180427,dbo.OnWhoseBehalf,dbo.CustomerMirror,dbo.Owner",date, , 
BornDate,"dbo.TransferClosedOnWhoseBehalf,dbo.Owner-old,dbo.BeneficiaryMirror,dbo.Ownerofac,dbo.OwnerREsp05Agsoto2021,dbo.AtlasCustomer,dbo.Customer,dbo.Beneficiary,Soporte.Customer180427,dbo.OnWhoseBehalf,dbo.CustomerMirror,dbo.Owner",datetime, , 
BRANCH DESCRIPTION,dbo.BTSbranches,nvarchar,255, 
BranchCode,"dbo.CibancoSPEI,dbo.TransferPayInfo",nvarchar,255, 
BranchCodeIsRequired,dbo.PayerConfig,bit, , 
BranchCodePontual,dbo.Transfer,varchar,10, 
BranchName,"dbo.CibancoSPEI,dbo.Branch,dbo.TransferClosed",nvarchar,255, 
Brand,dbo.AgentAppEquipmentDetails,nvarchar,-1, 
BrokenRules,"dbo.PreTransfer,dbo.PreTransferClosed",xml,-1, 
BTSIdentificationIssuer,"dbo.CustomerIdentificationType,dbo.CustomerIdentificationType_BK191113,dbo.BeneficiaryIdentificationType",varchar,3, 
BTSIdentificationType,"dbo.CustomerIdentificationType,dbo.CustomerIdentificationType_BK191113,dbo.BeneficiaryIdentificationType",varchar,3, 
BundleSequence,dbo.CheckBundle,int, , 
BusinessName,dbo.AgentAppW9Information,nvarchar,-1, 
BusinessPermissionExpiration,"dbo.AgentApplication,dbo.Agent,dbo.XAgentFolios,dbo.AgentApplicationsResp05Agosto2021,dbo.AgentApplications,dbo.AgentMirror",date, , 
BusinessPermissionNumber,"dbo.AgentApplication,dbo.Agent,dbo.XAgentFolios,dbo.AgentApplicationsResp05Agosto2021,dbo.AgentApplications,dbo.AgentMirror",nvarchar,-1, 
BusinessType,"dbo.tmpAgentInfoBusinessTypeCSV,dbo.tmpAgentInfoBusinessType",nvarchar,50, 
BusinessTypes,dbo.RelationAgentBusinessType,xml,-1, 
BusinnesDay,BillPayment.Posting,bit, , 
BuyerPhonenumber,dbo.PureMinutesTopUpTransaction,nvarchar,-1, 
BuyRate,"BillPayment.BillersTempOct,BillPayment.BillersbACKUP202010,BillPayment.Billers,BillPayment.BillersTempFidelity",decimal, , 
call_sign,"dbo.OFAC_SDN_BK_20210213,dbo.OFAC_SDN,dbo.OFAC_SDN2,dbo.OFAC_SDN_BAK_2021_01_06,dbo.OFAC_SDN_2021_01_25",nvarchar,200, 
CancelAllowed,"BillPayment.BillersTempOct,BillPayment.BillersbACKUP202010,BillPayment.Billers",bit, , 
CancelDate,"dbo.BillPaymentTransactions,dbo.CellularPurchaseTransactions,dbo.CellularRtrPurchaseTransactions",datetime, , 
CancelDateOfTransaction,dbo.PureMinutesTransaction,datetime, , 
CancelIdUser,dbo.PureMinutesTransaction,int, , 
CancellationMessage,TransFerTo.TransferTTo,nvarchar,-1, 
CancellationTimeStamp,TransFerTo.TransferTTo,datetime, , 
CancelReturnCommission,"dbo.Agent,dbo.AgentMirror",bit, , 
CancelUser,"dbo.BillPaymentTransactions,dbo.CellularPurchaseTransactions,dbo.CellularRtrPurchaseTransactions",int, , 
CanChangeRequest,dbo.Status,bit, , 
CanChangeToAgingHold,dbo.Status,bit, , 
CanCheckBalance,"BillPayment.TransferR,Regalii.Billers,Regalii.TransferR",bit, , 
CanDiscard,dbo.TransferOFACInfo,bit, , 
CanRePrintCheck,dbo.CC_ReturnedReasons,bit, , 
CanReProcessCheck,dbo.CC_ReturnedReasons,bit, , 
CardEntryMode,dbo.CardEntryMode,nvarchar,100, 
CardNumber,"Elastic.Customers,dbo.CardVIP",varchar,20, 
CardType,"MoneyGram.RewardsCardType,MoneyGram.RewardsRegistration,dbo.CardType",nvarchar,100, 
CardType,"MoneyGram.RewardsCardType,MoneyGram.RewardsRegistration,dbo.CardType",varchar,200, 
CarrierID,dbo.PureMinutesTopUpTransaction,int, , 
CarrierName,"Operation.Carrier,dbo.CarrierPureMinutesTopUp,TransFerTo.Carrier,DTOne.Carrier",nchar,150, 
CarrierName,"Operation.Carrier,dbo.CarrierPureMinutesTopUp,TransFerTo.Carrier,DTOne.Carrier",nvarchar,100, 
cash,dbo.payercomm,numeric, , 
CashbackAmount,dbo.PosSettlementTerminalTotal,varchar,200, 
CatalogResource,"dbo.AdditionalField,MoneyGram.FieldsForProduct",varchar,100, 
Category,"ExRateService.ServiceLogDetails,BillPayment.BillersTempOct,dbo.ServiceGeneralLog,dbo.ServiceLogDetails,BillPayment.BillersbACKUP202010,BillPayment.Billers,BillPayment.BillersTempFidelity",varchar,20, 
CategoryAggregator,"BillPayment.Categorys,BillPayment.BillersTempOct,BillPayment.BillersbACKUP202010,BillPayment.Billers,BillPayment.BillersTempFidelity",varchar,-1, 
CategoryMaxi,BillPayment.Categorys,varchar,-1, 
Cel,"dbo.Owner-old,dbo.Ownerofac,dbo.AgentZeusView,dbo.OwnerREsp05Agsoto2021,dbo.Owner",nvarchar,-1, 
Cellular,"dbo.Seller,dbo.Corporate",varchar,50, 
CellularNumber,dbo.BillPaymentTransactions,varchar,100, 
CelullarNumber,"dbo.TransferClosedOnWhoseBehalf,Elastic.Customers,dbo.BeneficiaryMirror,dbo.CustomerSearch,dbo.AtlasCustomer,dbo.Customer,dbo.Beneficiary,WellsFargo.WFPIN,Soporte.Customer180427,dbo.OnWhoseBehalf,dbo.CustomerMirror",nvarchar,1000, 
CelullarNumber,"dbo.TransferClosedOnWhoseBehalf,Elastic.Customers,dbo.BeneficiaryMirror,dbo.CustomerSearch,dbo.AtlasCustomer,dbo.Customer,dbo.Beneficiary,WellsFargo.WFPIN,Soporte.Customer180427,dbo.OnWhoseBehalf,dbo.CustomerMirror",varchar,-1, 
CelullarToShow,Elastic.Customers,varchar,-1, 
CGS,dbo.AgentBalanceDetail,money, , 
Chain_Earned,"BillPayment.TransferR,Regalii.TransferR",money, , 
Chain_Paid,"BillPayment.TransferR,Regalii.TransferR",money, , 
Change,"dbo.UserChangeHistory,dbo.UserOptionChangeHistory",varchar,100, 
ChangeByUser,"dbo.FD_InquiryTicket,dbo.ContactEmail",int, ,FK
ChangePasswordAtNextLogin,"dbo.Users,dbo.usersofac,dbo.UsersTemp",bit, , 
ChangeStatusIdUser,dbo.OfacAuditDetail,int, ,FK
ChangeStatusNote,dbo.OfacAuditDetail,varchar,-1, 
ChargeDate,dbo.AgentOtherCharge,datetime, , 
ChatMessage,moneyalert.ChatDetail,nvarchar,-1, 
ChatMessageStatus,moneyalert.ChatMessageStatus,nvarchar,-1, 
ChatMessageStatusId,"moneyalert.ChatDetail,moneyalert.ChatMessageStatus",int, ,"FK,PK"
CheckCasher,dbo.AgentApplicationsResp05Agosto2021,bit, , 
CheckDigitAlg,MoneyGram.CountryCurrency,varchar,20, 
CheckDigits,BillPayment.MaskForBillers,nvarchar,100, 
CheckEditMicr,dbo.Agent,bit, , 
CheckFile,dbo.Checks,varchar,100, 
CheckNoteType,dbo.CheckNoteType,varchar,-1, 
CheckNum,dbo.CC_AccVerifByAg,varchar,50, 
CheckNumber,"dbo.LogForImages,dbo.Checks",varchar,150, 
CheckType,BillPayment.MaskForBillers,nvarchar,100, 
ChoiseData,"BillPayment.BillersTempOct,BillPayment.BillersbACKUP202010,BillPayment.Billers",varchar,250, 
CID,lunex.TransferLN,nvarchar,1000, 
City,"dbo.TransferClosedOnWhoseBehalf,Elastic.Customers,dbo.Seller,dbo.Owner-old,dbo.CibancoSPEI,dbo.BeneficiaryMirror,dbo.Ownerofac,MoneyGram.Agent,dbo.ExcelZipCodes,dbo.AgentAppACHAgreement,dbo.AgentZeusView,dbo.OwnerREsp05Agsoto2021,dbo.AtlasCustomer,dbo.Customer,dbo.Beneficiary,WellsFargo.TransferWFEcheck,dbo.AgentAppW9Information,dbo.BTSbranches,Soporte.Customer180427,dbo.Corporate,WellsFargo.AgentAccount,dbo.AgentAppAchInformation,dbo.OnWhoseBehalf,dbo.WellsFargoReportDetailExcel,dbo.CustomerMirror,dbo.Owner",nvarchar,255, 
City,"dbo.TransferClosedOnWhoseBehalf,Elastic.Customers,dbo.Seller,dbo.Owner-old,dbo.CibancoSPEI,dbo.BeneficiaryMirror,dbo.Ownerofac,MoneyGram.Agent,dbo.ExcelZipCodes,dbo.AgentAppACHAgreement,dbo.AgentZeusView,dbo.OwnerREsp05Agsoto2021,dbo.AtlasCustomer,dbo.Customer,dbo.Beneficiary,WellsFargo.TransferWFEcheck,dbo.AgentAppW9Information,dbo.BTSbranches,Soporte.Customer180427,dbo.Corporate,WellsFargo.AgentAccount,dbo.AgentAppAchInformation,dbo.OnWhoseBehalf,dbo.WellsFargoReportDetailExcel,dbo.CustomerMirror,dbo.Owner",varchar,200, 
city_name,dbo.OFAC_ADD,nvarchar,60, 
CityD,Soporte.CitiesToDelete,int, , 
CityName,"Soporte.CitiesToDelete,dbo.Citybkp20211111,dbo.City,MoneyGram.City,dbo.reporteautidoria2015,dbo.ZipCode,dbo.BK_ElasticAgentLocationSearch_1242,Corp.OfacValidationDetailMatch,Corp.OfacValidationDetailMatchAka,Elastic.AgentLocationSearch",nvarchar,150, 
cItyName,"Soporte.CitiesToDelete,dbo.Citybkp20211111,dbo.City,MoneyGram.City,dbo.reporteautidoria2015,dbo.ZipCode,dbo.BK_ElasticAgentLocationSearch_1242,Corp.OfacValidationDetailMatch,Corp.OfacValidationDetailMatchAka,Elastic.AgentLocationSearch",varchar,200, 
CityNameAppend,dbo.CitySearch,varchar,500, 
CityNameClean,dbo.CitySearch,varchar,500, 
CityNameRaw,dbo.CitySearch,varchar,500, 
CityO,Soporte.CitiesToDelete,int, , 
CityStateName,"dbo.BK_ElasticAgentLocationSearch_1242,Elastic.AgentLocationSearch",varchar,1000, 
Claim Code,"dbo.ClaimCodes,dbo.GirosLatinosClaimCodes,dbo.GirosLatinos3",nvarchar,255, 
ClaimCheck,dbo.Checks,varchar,50, 
ClaimCode,"dbo.ResponseLogAlreadyFinalStatus,dbo.ClaimCodesGirosLatinos,dbo.TransferOFACReport,dbo.TransferExRates,dbo.BanruralResponseLog,dbo.Unclaimed060313,dbo.Unclaimed,dbo.GirosLatinosClaimCodes2,dbo.TransferFraudDetail,dbo.UnitellerRequestLog,dbo.PontualResponseLog,dbo.TToMobileResponseLog,dbo.PagosIntResponseLog,dbo.AriasResponseLog,dbo.BancoIndustrialResponseLog,dbo.GatewayDataTmp,dbo.BancoUnionResponseLog,dbo.CITIResponseLog,dbo.TNWResponseLog,dbo.Transfer,dbo.BankayaResponseLog,dbo.ApprizaResponseLog,dbo.MacroFinancieraResponseLog,dbo.ServiCentroResponseLog,dbo.GpResponseLog,dbo.reporteautidoria2015,dbo.GirosMexResponseLog,dbo.BTSResponseLog,dbo.IntermexResponseLog,moneyalert.StatusChangePushMessage,dbo.ChapinaResponseLog,dbo.CibancoResponseLog,dbo.TTOApiResponseLog,dbo.InpamexResponseLog,dbo.CorporacionesUnidasResponseLog,dbo.UnitellerResponseLog,dbo.ReportPendingTransferAccepted,dbo.ReportPendingTransfer,dbo.LogForUnclaimedHoldsBatch,dbo.TransferPayInfo,dbo.TransferClosed,dbo.GirosLatinosResponseLog",float, , 
ClaimCode,"dbo.ResponseLogAlreadyFinalStatus,dbo.ClaimCodesGirosLatinos,dbo.TransferOFACReport,dbo.TransferExRates,dbo.BanruralResponseLog,dbo.Unclaimed060313,dbo.Unclaimed,dbo.GirosLatinosClaimCodes2,dbo.TransferFraudDetail,dbo.UnitellerRequestLog,dbo.PontualResponseLog,dbo.TToMobileResponseLog,dbo.PagosIntResponseLog,dbo.AriasResponseLog,dbo.BancoIndustrialResponseLog,dbo.GatewayDataTmp,dbo.BancoUnionResponseLog,dbo.CITIResponseLog,dbo.TNWResponseLog,dbo.Transfer,dbo.BankayaResponseLog,dbo.ApprizaResponseLog,dbo.MacroFinancieraResponseLog,dbo.ServiCentroResponseLog,dbo.GpResponseLog,dbo.reporteautidoria2015,dbo.GirosMexResponseLog,dbo.BTSResponseLog,dbo.IntermexResponseLog,moneyalert.StatusChangePushMessage,dbo.ChapinaResponseLog,dbo.CibancoResponseLog,dbo.TTOApiResponseLog,dbo.InpamexResponseLog,dbo.CorporacionesUnidasResponseLog,dbo.UnitellerResponseLog,dbo.ReportPendingTransferAccepted,dbo.ReportPendingTransfer,dbo.LogForUnclaimedHoldsBatch,dbo.TransferPayInfo,dbo.TransferClosed,dbo.GirosLatinosResponseLog",nvarchar,255, 
claimcode,"dbo.ResponseLogAlreadyFinalStatus,dbo.ClaimCodesGirosLatinos,dbo.TransferOFACReport,dbo.TransferExRates,dbo.BanruralResponseLog,dbo.Unclaimed060313,dbo.Unclaimed,dbo.GirosLatinosClaimCodes2,dbo.TransferFraudDetail,dbo.UnitellerRequestLog,dbo.PontualResponseLog,dbo.TToMobileResponseLog,dbo.PagosIntResponseLog,dbo.AriasResponseLog,dbo.BancoIndustrialResponseLog,dbo.GatewayDataTmp,dbo.BancoUnionResponseLog,dbo.CITIResponseLog,dbo.TNWResponseLog,dbo.Transfer,dbo.BankayaResponseLog,dbo.ApprizaResponseLog,dbo.MacroFinancieraResponseLog,dbo.ServiCentroResponseLog,dbo.GpResponseLog,dbo.reporteautidoria2015,dbo.GirosMexResponseLog,dbo.BTSResponseLog,dbo.IntermexResponseLog,moneyalert.StatusChangePushMessage,dbo.ChapinaResponseLog,dbo.CibancoResponseLog,dbo.TTOApiResponseLog,dbo.InpamexResponseLog,dbo.CorporacionesUnidasResponseLog,dbo.UnitellerResponseLog,dbo.ReportPendingTransferAccepted,dbo.ReportPendingTransfer,dbo.LogForUnclaimedHoldsBatch,dbo.TransferPayInfo,dbo.TransferClosed,dbo.GirosLatinosResponseLog",varchar,30, 
ClaimCodeAddPrefixId,dbo.ClaimCodeAddPrefix,int, ,PK
ClassPercent,dbo.AgentClass,int, , 
ClearingAmount,MoneyOrder.SaleRecordClearingInfo,money, , 
ClearingDate,MoneyOrder.SaleRecordClearingInfo,datetime, , 
ClientDatetime,"dbo.LogForImages,Soporte.InfoLogForListener,dbo.LogMobileListener,dbo.LogForListenerWinService,dbo.LogForListener,dbo.errorOfacLFL",datetime, , 
Closed,MoneyGram.AgentStoreHours,bit, , 
CloseDate,"dbo.Agent,dbo.XAgentFolios,dbo.AgentMirror",datetime, , 
ClosedDate,dbo.Tickets,datetime, , 
CloseTime,MoneyGram.AgentStoreHours,time, , 
CODE,"dbo.BtsFolios,Services.ServiceSchedules,Services.ServiceSchedules,dbo.BillPaymentDetails,dbo.Gateway,dbo.Branch,dbo.TickServiceLog,dbo.ServiceSchedules,dbo.ServiceSchedules,dbo.ServiceGeneralLog,dbo.ServiceAttributes,dbo.ServiceAttributes,dbo.ServiceTimer,dbo.ServiceTimer,dbo.ServiceAttributes_BK191113,Corp.OfacValidationStatus,report.CharacterWidth,dbo.ActionAllowed,Services.ServiceAttributes,Services.ServiceAttributes,dbo.GatewayCatalog,Services.ServiceConfiguration,Services.ServiceConfigurationSchedule,Services.ServiceConfigurationSchedule,Services.ServiceConfigurationTick,Services.ServiceConfigurationTick,dbo.ServiceAttributesTemp,dbo.ServiceAttributesTemp,Services.Email,dbo.PosStatus,dbo.CardEntryMode,dbo.CardType,dbo.PosActionType",int, ,"FK,PK"
Code,"dbo.BtsFolios,Services.ServiceSchedules,Services.ServiceSchedules,dbo.BillPaymentDetails,dbo.Gateway,dbo.Branch,dbo.TickServiceLog,dbo.ServiceSchedules,dbo.ServiceSchedules,dbo.ServiceGeneralLog,dbo.ServiceAttributes,dbo.ServiceAttributes,dbo.ServiceTimer,dbo.ServiceTimer,dbo.ServiceAttributes_BK191113,Corp.OfacValidationStatus,report.CharacterWidth,dbo.ActionAllowed,Services.ServiceAttributes,Services.ServiceAttributes,dbo.GatewayCatalog,Services.ServiceConfiguration,Services.ServiceConfigurationSchedule,Services.ServiceConfigurationSchedule,Services.ServiceConfigurationTick,Services.ServiceConfigurationTick,dbo.ServiceAttributesTemp,dbo.ServiceAttributesTemp,Services.Email,dbo.PosStatus,dbo.CardEntryMode,dbo.CardType,dbo.PosActionType",nvarchar,200,"FK,PK"
